Timestamp,Location,Vehicle Count,Avg Speed,Density
2025-04-09 15:21:12.486691,Jaydev Vihar,142,27,91.81
2025-04-09 15:21:12.486691,Rupali Square,21,20,15.84
2025-04-09 15:21:12.491343,CRP Square,46,73,33.5
2025-04-09 15:21:22.496159,Jaydev Vihar,36,42,35.65
2025-04-09 15:21:22.497437,Rupali Square,39,52,40.0
2025-04-09 15:21:22.501449,CRP Square,41,52,29.1
2025-04-09 15:21:32.505069,Jaydev Vihar,122,42,134.87
2025-04-09 15:21:32.510493,Rupali Square,44,25,47.98
2025-04-09 15:21:32.516559,CRP Square,81,21,41.66
2025-04-09 15:21:42.521573,Jaydev Vihar,65,73,48.35
2025-04-09 15:21:42.521573,Rupali Square,124,54,72.88
2025-04-09 15:21:42.524580,CRP Square,88,36,56.71
2025-04-09 15:21:52.526567,Jaydev Vihar,142,38,74.0
2025-04-09 15:21:52.530296,Rupali Square,141,76,233.52
2025-04-09 15:21:52.532822,CRP Square,27,63,15.49
2025-04-09 15:22:02.537848,Jaydev Vihar,134,47,230.31
2025-04-09 15:22:02.539241,Rupali Square,19,24,14.56
2025-04-09 15:22:02.544688,CRP Square,104,73,62.98
2025-04-09 15:22:12.550333,Jaydev Vihar,147,25,126.18
2025-04-09 15:22:12.553527,Rupali Square,144,73,148.04
2025-04-09 15:22:12.553527,CRP Square,112,65,211.9
2025-04-09 15:22:22.561795,Jaydev Vihar,75,46,113.96
2025-04-09 15:22:22.563981,Rupali Square,52,34,88.5
2025-04-09 15:22:22.567422,CRP Square,58,23,31.16
2025-04-09 15:22:32.571832,Jaydev Vihar,148,40,165.9
2025-04-09 15:22:32.576276,Rupali Square,98,55,93.68
2025-04-09 15:22:32.581983,CRP Square,114,46,123.16
2025-04-09 15:22:42.587335,Jaydev Vihar,61,28,35.79
2025-04-09 15:22:42.590898,Rupali Square,81,26,77.31
2025-04-09 15:22:42.594119,CRP Square,24,47,16.65
2025-04-09 15:22:52.599439,Jaydev Vihar,105,24,107.19
2025-04-09 15:22:52.600457,Rupali Square,27,31,18.89
2025-04-09 15:22:52.605758,CRP Square,149,52,89.57
2025-04-09 15:23:02.612165,Jaydev Vihar,37,42,32.1
2025-04-09 15:23:02.615307,Rupali Square,15,25,8.41
2025-04-09 15:23:02.617832,CRP Square,143,61,137.22
2025-04-09 15:23:12.622017,Jaydev Vihar,29,71,15.17
2025-04-09 15:23:12.624035,Rupali Square,16,60,20.51
2025-04-09 15:23:12.628143,CRP Square,120,74,130.31
2025-04-09 15:23:22.633321,Jaydev Vihar,72,70,92.81
2025-04-09 15:23:22.637155,Rupali Square,57,21,63.07
2025-04-09 15:23:22.638357,CRP Square,59,56,30.14
2025-04-09 15:23:32.647936,Jaydev Vihar,95,49,55.86
2025-04-09 15:23:32.649361,Rupali Square,48,41,55.1
2025-04-09 15:23:32.652799,CRP Square,63,59,54.29
2025-04-09 15:23:42.658455,Jaydev Vihar,68,27,41.2
2025-04-09 15:23:42.662490,Rupali Square,29,44,22.62
2025-04-09 15:23:42.665867,CRP Square,142,47,88.31
2025-04-09 15:23:52.669973,Jaydev Vihar,23,61,11.52
2025-04-09 15:23:52.679113,Rupali Square,101,69,51.41
2025-04-09 15:23:52.682990,CRP Square,42,73,64.76
2025-04-09 15:24:02.688105,Jaydev Vihar,75,26,48.41
2025-04-09 15:24:02.689477,Rupali Square,148,53,82.22
2025-04-09 15:24:02.692831,CRP Square,89,42,78.51
2025-04-09 15:24:12.696101,Jaydev Vihar,104,67,88.85
2025-04-09 15:24:12.699527,Rupali Square,24,65,40.78
2025-04-09 15:24:12.702401,CRP Square,83,26,160.46
2025-04-09 15:24:22.709148,Jaydev Vihar,80,44,96.44
2025-04-09 15:24:22.715194,Rupali Square,94,32,80.29
2025-04-09 15:24:22.720159,CRP Square,36,20,39.77
2025-04-09 15:24:32.725071,Jaydev Vihar,77,71,68.08
2025-04-09 15:24:32.728322,Rupali Square,88,24,172.76
2025-04-09 15:24:32.734826,CRP Square,87,35,48.51
2025-04-09 15:24:42.742492,Jaydev Vihar,97,52,56.09
2025-04-09 15:24:42.745065,Rupali Square,50,39,46.38
2025-04-09 15:24:42.747852,CRP Square,85,61,79.82
2025-04-09 15:24:52.754361,Jaydev Vihar,142,36,114.17
2025-04-09 15:24:52.759275,Rupali Square,10,53,7.26
2025-04-09 15:24:52.761021,CRP Square,47,74,41.36
2025-04-09 15:25:02.767462,Jaydev Vihar,30,42,19.34
2025-04-09 15:25:02.768901,Rupali Square,13,32,13.27
2025-04-09 15:25:02.773108,CRP Square,65,21,57.83
2025-04-09 15:25:12.779085,Jaydev Vihar,135,73,121.55
2025-04-09 15:25:12.781357,Rupali Square,128,24,97.53
2025-04-09 15:25:12.784505,CRP Square,57,55,36.67
2025-04-09 15:25:22.792111,Jaydev Vihar,144,80,241.95
2025-04-09 15:25:22.797164,Rupali Square,55,27,27.7
2025-04-09 15:25:22.800277,CRP Square,15,67,12.55
2025-04-09 15:25:32.805595,Jaydev Vihar,43,74,21.51
2025-04-09 15:25:32.810156,Rupali Square,140,25,179.57
2025-04-09 15:25:32.816230,CRP Square,125,77,142.77
2025-04-09 15:25:42.821083,Jaydev Vihar,116,69,154.41
2025-04-09 15:25:42.825573,Rupali Square,120,57,124.95
2025-04-09 15:25:42.829459,CRP Square,114,37,183.78
2025-04-09 15:25:52.835993,Jaydev Vihar,56,74,46.32
2025-04-09 15:25:52.835993,Rupali Square,19,48,14.81
2025-04-09 15:25:52.843336,CRP Square,31,27,29.03
2025-04-09 15:26:02.848573,Jaydev Vihar,32,46,24.53
2025-04-09 15:26:02.851004,Rupali Square,52,28,30.29
2025-04-09 15:26:02.859892,CRP Square,30,79,21.31
2025-04-09 15:26:12.865752,Jaydev Vihar,114,20,116.72
2025-04-09 15:26:12.868224,Rupali Square,98,28,67.61
2025-04-09 15:26:12.870239,CRP Square,53,52,29.59
2025-04-09 15:26:22.875645,Jaydev Vihar,81,50,46.06
2025-04-09 15:26:22.882200,Rupali Square,85,32,157.34
2025-04-09 15:26:22.888809,CRP Square,74,48,51.78
2025-04-09 15:26:32.891233,Jaydev Vihar,142,67,107.29
2025-04-09 15:26:32.893580,Rupali Square,75,28,103.03
2025-04-09 15:26:32.895596,CRP Square,113,51,96.93
2025-04-09 15:26:42.902754,Jaydev Vihar,16,72,17.28
2025-04-09 15:26:42.902754,Rupali Square,42,31,42.66
2025-04-09 15:26:42.907616,CRP Square,49,44,47.11
2025-04-09 15:26:52.914700,Jaydev Vihar,35,69,49.64
2025-04-09 15:26:52.914700,Rupali Square,87,29,45.42
2025-04-09 15:26:52.920346,CRP Square,38,48,23.66
2025-04-09 15:27:02.927743,Jaydev Vihar,121,56,65.01
2025-04-09 15:27:02.927743,Rupali Square,84,37,67.05
2025-04-09 15:27:02.933508,CRP Square,89,39,47.22
2025-04-09 15:27:12.941028,Jaydev Vihar,79,38,72.18
2025-04-09 15:27:12.946217,Rupali Square,45,43,29.47
2025-04-09 15:27:12.949545,CRP Square,71,31,136.92
2025-04-09 15:27:22.955180,Jaydev Vihar,94,39,86.05
2025-04-09 15:27:22.959579,Rupali Square,85,57,44.61
2025-04-09 15:27:22.967378,CRP Square,20,40,32.33
2025-04-09 15:27:32.972246,Jaydev Vihar,147,39,180.18
2025-04-09 15:27:32.975261,Rupali Square,130,78,223.76
2025-04-09 15:27:32.979732,CRP Square,40,36,46.61
2025-04-09 15:27:42.985555,Jaydev Vihar,88,46,74.09
2025-04-09 15:27:42.987786,Rupali Square,65,35,68.9
2025-04-09 15:27:42.998457,CRP Square,74,68,43.77
2025-04-09 15:27:53.002604,Jaydev Vihar,49,49,68.34
2025-04-09 15:27:53.004809,Rupali Square,132,64,173.56
2025-04-09 15:27:53.011649,CRP Square,45,66,53.55
2025-04-09 15:28:03.017803,Jaydev Vihar,23,24,13.67
2025-04-09 15:28:03.017803,Rupali Square,48,27,88.44
2025-04-09 15:28:03.022163,CRP Square,15,52,9.83
2025-04-09 15:28:13.028531,Jaydev Vihar,132,70,157.12
2025-04-09 15:28:13.034935,Rupali Square,109,57,70.89
2025-04-09 15:28:13.050830,CRP Square,95,25,145.88
2025-04-09 15:28:23.054091,Jaydev Vihar,111,67,60.42
2025-04-09 15:28:23.059604,Rupali Square,31,20,19.05
2025-04-09 15:28:23.063642,CRP Square,33,42,18.33
2025-04-09 15:28:33.071881,Jaydev Vihar,10,73,5.15
2025-04-09 15:28:33.076652,Rupali Square,77,29,65.06
2025-04-09 15:28:33.081201,CRP Square,40,64,21.71
2025-04-09 15:28:43.086091,Jaydev Vihar,77,23,147.57
2025-04-09 15:28:43.086091,Rupali Square,17,59,32.29
2025-04-09 15:28:43.093361,CRP Square,121,58,67.14
2025-04-09 15:28:53.100823,Jaydev Vihar,29,21,49.09
2025-04-09 15:28:53.102863,Rupali Square,122,75,103.22
2025-04-09 15:28:53.104871,CRP Square,51,20,71.66
2025-04-09 15:29:03.107140,Jaydev Vihar,123,57,79.54
2025-04-09 15:29:03.107140,Rupali Square,13,62,8.37
2025-04-09 15:29:03.107140,CRP Square,65,57,46.61
2025-04-09 15:29:13.111052,Jaydev Vihar,135,43,105.24
2025-04-09 15:29:13.111052,Rupali Square,87,31,124.86
2025-04-09 15:29:13.111052,CRP Square,106,66,87.9
2025-04-09 15:29:23.114436,Jaydev Vihar,69,22,54.19
2025-04-09 15:29:23.115540,Rupali Square,55,60,31.94
2025-04-09 15:29:23.115811,CRP Square,117,78,173.92
2025-04-09 15:29:33.117360,Jaydev Vihar,138,69,121.46
2025-04-09 15:29:33.117360,Rupali Square,136,63,214.2
2025-04-09 15:29:33.117360,CRP Square,60,46,90.34
2025-04-09 15:29:43.121011,Jaydev Vihar,150,46,75.12
2025-04-09 15:29:43.121011,Rupali Square,134,42,147.9
2025-04-09 15:29:43.121011,CRP Square,103,48,92.76
2025-04-09 15:29:53.124120,Jaydev Vihar,120,34,110.89
2025-04-09 15:29:53.124120,Rupali Square,113,28,67.29
2025-04-09 15:29:53.126132,CRP Square,125,50,81.64
2025-04-09 15:30:03.127674,Jaydev Vihar,122,72,94.65
2025-04-09 15:30:03.127674,Rupali Square,33,21,55.96
2025-04-09 15:30:03.129682,CRP Square,80,42,45.94
2025-04-09 15:30:13.130732,Jaydev Vihar,20,45,11.52
2025-04-09 15:30:13.132074,Rupali Square,99,50,59.35
2025-04-09 15:30:13.133715,CRP Square,122,34,149.87
2025-04-09 15:35:58.371317,Jaydev Vihar,125,64,85.9
2025-04-09 15:35:58.508515,Rupali Square,47,75,82.78
2025-04-09 15:35:58.542729,CRP Square,134,73,110.78
2025-04-09 16:17:58.881452,Jaydev Vihar,54,67,105.52
2025-04-09 16:17:59.167550,Rupali Square,55,63,49.32
2025-04-09 16:17:59.286506,CRP Square,127,50,69.3
2025-04-09 16:18:09.388125,Jaydev Vihar,78,46,86.88
2025-04-09 16:18:09.389620,Rupali Square,60,80,85.6
2025-04-09 16:18:09.391445,CRP Square,93,47,155.91
2025-04-09 16:18:19.394180,Jaydev Vihar,122,76,80.85
2025-04-09 16:18:19.396193,Rupali Square,59,74,36.04
2025-04-09 16:18:19.398270,CRP Square,93,64,56.7
2025-04-09 16:18:29.400368,Jaydev Vihar,140,54,153.87
2025-04-09 16:18:29.401801,Rupali Square,82,52,45.93
2025-04-09 16:18:29.403237,CRP Square,120,20,60.38
2025-04-09 16:18:39.405668,Jaydev Vihar,52,51,27.35
2025-04-09 16:18:39.407084,Rupali Square,51,35,66.32
2025-04-09 16:18:39.408452,CRP Square,53,35,38.48
2025-04-09 16:18:49.411151,Jaydev Vihar,74,78,58.53
2025-04-09 16:18:49.420742,Rupali Square,85,28,77.68
2025-04-09 16:18:49.438046,CRP Square,77,42,75.65
2025-04-09 16:18:59.441567,Jaydev Vihar,120,46,69.09
2025-04-09 16:18:59.441567,Rupali Square,91,43,70.12
2025-04-09 16:18:59.441567,CRP Square,61,77,56.61
2025-04-09 16:19:09.444488,Jaydev Vihar,123,71,71.07
2025-04-09 16:19:09.444488,Rupali Square,84,59,47.96
2025-04-09 16:19:09.444488,CRP Square,112,39,169.44
2025-04-09 16:19:19.448143,Jaydev Vihar,59,29,94.24
2025-04-09 16:19:19.449344,Rupali Square,148,53,83.81
2025-04-09 16:19:19.450552,CRP Square,119,52,81.92
2025-04-09 16:19:29.452549,Jaydev Vihar,17,47,12.21
2025-04-09 16:19:29.454600,Rupali Square,92,73,157.09
2025-04-09 16:19:29.456003,CRP Square,135,42,72.58
2025-04-09 16:19:39.458869,Jaydev Vihar,80,46,105.35
2025-04-09 16:19:39.460376,Rupali Square,113,71,89.67
2025-04-09 16:19:39.463090,CRP Square,109,35,56.35
2025-04-09 16:19:49.465578,Jaydev Vihar,107,72,105.35
2025-04-09 16:19:49.466911,Rupali Square,143,55,111.35
2025-04-09 16:19:49.468670,CRP Square,78,54,48.04
2025-04-09 16:19:59.471256,Jaydev Vihar,47,40,24.07
2025-04-09 16:19:59.471256,Rupali Square,20,48,12.93
2025-04-09 16:19:59.471256,CRP Square,42,31,26.47
2025-04-09 16:20:09.473870,Jaydev Vihar,79,54,65.47
2025-04-09 16:20:09.474990,Rupali Square,67,80,66.74
2025-04-09 16:20:09.474990,CRP Square,89,66,63.12
2025-04-09 16:20:19.477490,Jaydev Vihar,140,50,207.97
2025-04-09 16:20:19.477490,Rupali Square,48,50,75.8
2025-04-09 16:20:19.477490,CRP Square,23,42,12.89
2025-04-09 16:20:29.481635,Jaydev Vihar,134,63,167.15
2025-04-09 16:20:29.482967,Rupali Square,139,61,92.3
2025-04-09 16:20:29.484307,CRP Square,67,55,40.07
2025-04-09 16:20:39.485734,Jaydev Vihar,115,44,61.34
2025-04-09 16:20:39.487122,Rupali Square,54,66,57.06
2025-04-09 16:20:39.488425,CRP Square,30,36,18.52
2025-04-09 16:20:49.490767,Jaydev Vihar,62,59,35.43
2025-04-09 16:20:49.490767,Rupali Square,114,47,90.83
2025-04-09 16:20:49.492868,CRP Square,134,78,77.42
2025-04-09 16:20:59.496260,Jaydev Vihar,73,78,55.42
2025-04-09 16:20:59.497700,Rupali Square,75,34,38.75
2025-04-09 16:20:59.499327,CRP Square,133,40,131.89
2025-04-09 16:21:09.501504,Jaydev Vihar,127,60,105.04
2025-04-09 16:21:09.501504,Rupali Square,144,66,135.52
2025-04-09 16:21:09.504239,CRP Square,85,28,52.58
2025-04-09 16:21:19.506105,Jaydev Vihar,34,79,31.2
2025-04-09 16:21:19.506105,Rupali Square,99,36,83.62
2025-04-09 16:21:19.506105,CRP Square,126,31,122.02
2025-04-09 16:21:29.509576,Jaydev Vihar,68,58,45.59
2025-04-09 16:21:29.509576,Rupali Square,62,25,55.08
2025-04-09 16:21:29.512314,CRP Square,148,43,136.42
2025-04-09 16:21:39.514086,Jaydev Vihar,143,41,169.09
2025-04-09 16:21:39.514086,Rupali Square,39,69,46.5
2025-04-09 16:21:39.514086,CRP Square,126,24,90.57
2025-04-09 16:21:49.517784,Jaydev Vihar,12,54,13.78
2025-04-09 16:21:49.519289,Rupali Square,20,79,17.34
2025-04-09 16:21:49.520380,CRP Square,40,72,30.69
2025-04-09 16:21:59.522593,Jaydev Vihar,81,75,66.8
2025-04-09 16:21:59.523915,Rupali Square,39,32,20.2
2025-04-09 16:21:59.523915,CRP Square,70,33,44.1
2025-04-09 16:22:09.526425,Jaydev Vihar,13,55,12.73
2025-04-09 16:22:09.527805,Rupali Square,98,51,118.29
2025-04-09 16:22:09.527805,CRP Square,95,65,63.5
2025-04-09 16:22:19.536320,Jaydev Vihar,100,27,67.16
2025-04-09 16:22:19.536320,Rupali Square,34,39,47.74
2025-04-09 16:22:19.537898,CRP Square,27,67,44.96
2025-04-09 16:22:29.539028,Jaydev Vihar,97,43,59.72
2025-04-09 16:22:29.542061,Rupali Square,24,42,22.81
2025-04-09 16:22:29.543121,CRP Square,94,20,56.82
2025-04-09 16:22:39.545305,Jaydev Vihar,55,75,35.31
2025-04-09 16:22:39.545305,Rupali Square,25,61,24.78
2025-04-09 16:22:39.547309,CRP Square,94,34,59.27
2025-04-09 16:22:49.550898,Jaydev Vihar,131,44,137.71
2025-04-09 16:22:49.555358,Rupali Square,68,54,34.71
2025-04-09 16:22:49.556701,CRP Square,95,31,121.37
2025-04-09 16:22:59.558625,Jaydev Vihar,74,35,37.43
2025-04-09 16:22:59.558625,Rupali Square,23,44,22.71
2025-04-09 16:22:59.561818,CRP Square,85,31,77.28
2025-04-09 16:23:09.565035,Jaydev Vihar,148,43,74.04
2025-04-09 16:23:09.566413,Rupali Square,121,49,109.44
2025-04-09 16:23:09.568092,CRP Square,94,45,92.53
2025-04-09 16:23:19.570437,Jaydev Vihar,90,69,92.64
2025-04-09 16:23:19.573965,Rupali Square,126,78,184.85
2025-04-09 16:23:19.575988,CRP Square,148,27,135.5
2025-04-09 16:23:29.579350,Jaydev Vihar,77,61,94.53
2025-04-09 16:23:29.581362,Rupali Square,66,49,33.96
2025-04-09 16:23:29.581362,CRP Square,26,24,22.68
2025-04-09 16:23:39.583987,Jaydev Vihar,73,27,51.52
2025-04-09 16:23:39.584995,Rupali Square,12,76,11.53
2025-04-09 16:23:39.586149,CRP Square,107,72,56.98
2025-04-09 16:23:49.588499,Jaydev Vihar,31,73,33.14
2025-04-09 16:23:49.589754,Rupali Square,50,52,74.23
2025-04-09 16:23:49.589754,CRP Square,106,27,109.22
2025-04-09 16:23:59.592025,Jaydev Vihar,51,37,63.48
2025-04-09 16:23:59.592025,Rupali Square,93,41,54.09
2025-04-09 16:23:59.594740,CRP Square,73,70,70.42
2025-04-09 16:24:09.596807,Jaydev Vihar,41,49,25.19
2025-04-09 16:24:09.598153,Rupali Square,85,32,44.0
2025-04-09 16:24:09.599380,CRP Square,102,72,62.34
2025-04-09 16:24:19.601349,Jaydev Vihar,142,24,86.54
2025-04-09 16:24:19.601349,Rupali Square,87,64,51.65
2025-04-09 16:24:19.603833,CRP Square,42,71,39.48
2025-04-09 16:24:29.606892,Jaydev Vihar,76,28,41.35
2025-04-09 16:24:29.608147,Rupali Square,35,67,20.51
2025-04-09 16:24:29.609270,CRP Square,144,67,174.86
2025-04-09 16:24:39.610871,Jaydev Vihar,32,30,29.27
2025-04-09 16:24:39.612189,Rupali Square,91,47,51.93
2025-04-09 16:24:39.612189,CRP Square,24,65,12.51
2025-04-09 16:24:49.614746,Jaydev Vihar,143,51,84.45
2025-04-09 16:24:49.616750,Rupali Square,134,43,77.12
2025-04-09 16:24:49.617939,CRP Square,64,57,52.97
2025-04-09 16:24:59.619421,Jaydev Vihar,14,31,12.38
2025-04-09 16:24:59.619421,Rupali Square,76,77,94.71
2025-04-09 16:24:59.619421,CRP Square,84,62,68.1
2025-04-09 16:25:09.622871,Jaydev Vihar,85,56,77.24
2025-04-09 16:25:09.623875,Rupali Square,121,22,108.91
2025-04-09 16:25:09.623875,CRP Square,47,21,62.52
2025-04-09 16:25:19.626087,Jaydev Vihar,86,36,55.78
2025-04-09 16:25:19.627409,Rupali Square,72,69,47.09
2025-04-09 16:25:19.628551,CRP Square,80,61,45.97
2025-04-09 16:25:29.630797,Jaydev Vihar,76,39,51.04
2025-04-09 16:25:29.631972,Rupali Square,26,79,15.58
2025-04-09 16:25:29.631972,CRP Square,105,26,187.13
2025-04-09 16:25:39.634439,Jaydev Vihar,115,61,74.54
2025-04-09 16:25:39.634439,Rupali Square,129,21,76.3
2025-04-09 16:25:39.635841,CRP Square,14,54,9.73
2025-04-09 16:25:49.637738,Jaydev Vihar,112,37,74.56
2025-04-09 16:25:49.637738,Rupali Square,94,62,49.99
2025-04-09 16:25:49.640318,CRP Square,53,27,80.94
2025-04-09 16:25:59.641671,Jaydev Vihar,109,71,172.68
2025-04-09 16:25:59.641671,Rupali Square,44,31,27.05
2025-04-09 16:25:59.641671,CRP Square,145,23,142.97
2025-04-09 16:26:09.645290,Jaydev Vihar,144,37,239.55
2025-04-09 16:26:09.645290,Rupali Square,61,79,49.16
2025-04-09 16:26:09.647298,CRP Square,112,37,130.33
2025-04-09 16:26:19.650323,Jaydev Vihar,54,35,59.31
2025-04-09 16:26:19.651605,Rupali Square,48,57,62.48
2025-04-09 16:26:19.652647,CRP Square,122,77,154.39
2025-04-09 16:26:29.653921,Jaydev Vihar,127,52,70.79
2025-04-09 16:26:29.653921,Rupali Square,136,65,68.95
2025-04-09 16:26:29.655136,CRP Square,47,69,27.01
2025-04-09 16:26:39.656303,Jaydev Vihar,35,62,26.81
2025-04-09 16:26:39.657307,Rupali Square,59,26,54.97
2025-04-09 16:26:39.658643,CRP Square,42,61,27.76
2025-04-09 16:26:49.659458,Jaydev Vihar,37,58,53.14
2025-04-09 16:26:49.660701,Rupali Square,20,76,32.91
2025-04-09 16:26:49.662938,CRP Square,50,26,32.66
2025-04-09 16:26:59.665437,Jaydev Vihar,140,74,74.03
2025-04-09 16:26:59.667451,Rupali Square,67,21,41.57
2025-04-09 16:26:59.667451,CRP Square,78,60,138.64
2025-04-09 16:27:09.671705,Jaydev Vihar,70,72,47.3
2025-04-09 16:27:09.671705,Rupali Square,148,70,98.0
2025-04-09 16:27:09.671705,CRP Square,59,22,111.72
2025-04-09 16:27:19.675295,Jaydev Vihar,99,69,132.43
2025-04-09 16:27:19.675804,Rupali Square,88,70,164.36
2025-04-09 16:27:19.675804,CRP Square,100,49,69.97
2025-04-09 16:27:29.679278,Jaydev Vihar,92,55,144.36
2025-04-09 16:27:29.680991,Rupali Square,104,69,76.89
2025-04-09 16:27:29.682749,CRP Square,75,62,65.97
2025-04-09 16:27:39.686423,Jaydev Vihar,67,51,79.88
2025-04-09 16:27:39.687738,Rupali Square,68,34,49.4
2025-04-09 16:27:39.688888,CRP Square,13,51,10.39
2025-04-09 16:27:49.690047,Jaydev Vihar,47,78,76.94
2025-04-09 16:27:49.690047,Rupali Square,79,33,67.04
2025-04-09 16:27:49.692052,CRP Square,141,24,78.54
2025-04-09 16:27:59.694377,Jaydev Vihar,137,44,78.79
2025-04-09 16:27:59.696391,Rupali Square,117,23,186.42
2025-04-09 16:27:59.697696,CRP Square,54,76,42.83
2025-04-09 16:28:09.699309,Jaydev Vihar,142,59,105.62
2025-04-09 16:28:09.700486,Rupali Square,131,74,71.03
2025-04-09 16:28:09.701616,CRP Square,26,53,16.05
2025-04-09 16:28:19.702492,Jaydev Vihar,40,78,23.7
2025-04-09 16:28:19.702492,Rupali Square,91,37,73.21
